State,District,DistrictType,Indicators,Urban,Rural,Total
Madhya Pradesh,Shajapur,Rural,Institutional births in public facility (%),NA,90,88.4
Madhya Pradesh,Shajapur,Rural,Home delivery conducted by skilled health personnel (out of total deliveries) (%),NA,0.6,1.1
Madhya Pradesh,Shajapur,Rural,Births assisted by a doctor/nurse/LHV/ANM/other health personnel (%),NA,96.2,96.6
Madhya Pradesh,Shajapur,Rural,Births delivered by caesarean section (%),NA,3.8,5
Madhya Pradesh,Shajapur,Rural,Births in a private health facility delivered by caesarean section (%),NA,*,38
Madhya Pradesh,Shajapur,Rural,Births in a public health facility delivered by caesarean section (%),NA,1.4,2.4
Madhya Pradesh,Shajapur,Rural,"Children age 12-23 months fully immunized (BCG, measles, and 3 doses each of polio and DPT) (%)",NA,67.6,71.7
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who have received BCG (%),NA,96.1,97.1
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who have received 3 doses of polio vaccine (%),NA,71.3,74.5
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who have received 3 doses of DPT vaccine (%),NA,84.6,87.1
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who have received measles vaccine (%),NA,90.3,92.8
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who have received 3 doses of Hepatitis B vaccine (%),NA,63.2,68.4
Madhya Pradesh,Shajapur,Rural,Children age 9-59 months who received a vitamin A dose in last 6 months (%),NA,44.5,48.5
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who received most of the vaccinations in public health facility (%),NA,100,96.8
Madhya Pradesh,Shajapur,Rural,Children age 12-23 months who received most of the vaccinations in private health facility (%),NA,0,3.2
Madhya Pradesh,Shajapur,Rural,Prevalence of diarrhoea (reported) in the last 2 weeks preceding the survey (%),NA,2.2,3.8
Madhya Pradesh,Shajapur,Rural,Children with diarrhoea in the last 2 weeks who received oral rehydration salts (ORS) (%),NA,*,*
Madhya Pradesh,Shajapur,Rural,Children with diarrhoea in the last 2 weeks who received zinc (%),NA,*,*
Madhya Pradesh,Shajapur,Rural,Children with diarrhoea in the last 2 weeks taken to a health facility (%),NA,*,*
Madhya Pradesh,Shajapur,Rural,Prevalence of symptoms of acute respiratory infection (ARI) in the last 2 weeks preceding the survey (%),NA,0,0.6
Madhya Pradesh,Shajapur,Rural,Children with fever or symptoms of ARI in the last 2 weeks preceding the survey taken to a health facility (%),NA,*,*
Madhya Pradesh,Shajapur,Rural,Children under age 3 years breastfed within one hour of birth9 (%),NA,21.5,22.7
Madhya Pradesh,Shajapur,Rural,Children under age 6 months exclusively breastfed10 (%),NA,49.1,53.9
Madhya Pradesh,Shajapur,Rural,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),NA,*,*
Madhya Pradesh,Shajapur,Rural,"Breastfeeding children age 6-23 months receiving an adequate diet10,11 (%)",NA,0,0.8
Madhya Pradesh,Shajapur,Rural,"Non-breastfeeding children age 6-23 months receiving an adequate diet10,11 (%)",NA,*,*
Madhya Pradesh,Shajapur,Rural,"Total children age 6-23 months receiving an adequate diet10,11 (%)",NA,0,0.8
Madhya Pradesh,Shajapur,Rural,Children under 5 years who are stunted (height-for-age)12 (%),NA,49.6,48.1
Madhya Pradesh,Shajapur,Rural,Children under 5 years who are wasted (weight-for-height)12 (%),NA,33.6,30
Madhya Pradesh,Shajapur,Rural,Children under 5 years who are severely wasted (weight-for-height)13 (%),NA,11.8,10
Madhya Pradesh,Shajapur,Rural,Children under 5 years who are underweight (weight-for-age)12 (%),NA,52.7,48.6
Madhya Pradesh,Shajapur,Rural,Women whose Body Mass Index (BMI) is below normal (BMI < 18.5 kg/m2)14 (%),NA,30.5,29.4
Madhya Pradesh,Shajapur,Rural,Men whose Body Mass Index (BMI) is below normal (BMI < 18.5 kg/m2) (%),NA,27.2,28.9
Madhya Pradesh,Shajapur,Rural,Women who are overweight or obese (BMI 䊫 25.0 kg/m2)14 (%),NA,9.4,11.6
Madhya Pradesh,Shajapur,Rural,Men who are overweight or obese (BMI 䊫 25.0 kg/m2) (%),NA,9.9,10.5
Madhya Pradesh,Shajapur,Rural,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),NA,80.3,77.5
Madhya Pradesh,Shajapur,Rural,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),NA,52.3,52.6
Madhya Pradesh,Shajapur,Rural,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),NA,58.5,57.7
Madhya Pradesh,Shajapur,Rural,All women age 15-49 years who are anaemic (%),NA,52.5,52.8
Madhya Pradesh,Shajapur,Rural,Men age 15-49 years who are anaemic (<13.0 g/dl) (%),NA,33,33
Madhya Pradesh,Shajapur,Rural,Blood sugar level - high (>140 mg/dl) (%),NA,3.2,4.2
Madhya Pradesh,Shajapur,Rural,Blood sugar level - very high (>160 mg/dl) (%),NA,0.6,1.4
Madhya Pradesh,Shajapur,Rural,Blood sugar level - high (>140 mg/dl) (%),NA,3.5,4.9
Madhya Pradesh,Shajapur,Rural,Blood sugar level - very high (>160 mg/dl) (%),NA,0,0.6
Madhya Pradesh,Shajapur,Rural,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),NA,4,4.8
Madhya Pradesh,Shajapur,Rural,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),NA,0.7,1
Madhya Pradesh,Shajapur,Rural,Very high (Systolic 䊫180 mm of Hg and/or Diastolic 䊫110 mm of Hg) (%),NA,0.2,0.3
Madhya Pradesh,Shajapur,Rural,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),NA,5.8,6.4
Madhya Pradesh,Shajapur,Rural,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),NA,0.8,0.6
Madhya Pradesh,Shajapur,Rural,Very high (Systolic 䊫180 mm of Hg and/or Diastolic 䊫110 mm of Hg) (%),NA,0,0.6
Madhya Pradesh,Shajapur,Rural,Cervix (%),NA,45.2,41.6
Madhya Pradesh,Shajapur,Rural,Breast (%),NA,7.2,8.3
Madhya Pradesh,Shajapur,Rural,Oral cavity (%),NA,16.6,18.1
Madhya Pradesh,Sheopur,Rural,Population (female) age 6 years and above who ever attended school (%),NA,50.8,52.1
Madhya Pradesh,Sheopur,Rural,Population below age 15 years (%),NA,34.6,34
Madhya Pradesh,Sheopur,Rural,"Sex ratio of the total population (females per 1,000 males)",NA,927,945
Madhya Pradesh,Sheopur,Rural,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",NA,932,923
Madhya Pradesh,Sheopur,Rural,Children under age 5 years whose birth was registered (%),NA,80.5,81.6
Madhya Pradesh,Sheopur,Rural,Households with electricity (%),NA,80.5,83.1
Madhya Pradesh,Sheopur,Rural,Households with an improved drinking-water source1 (%),NA,92.1,93
Madhya Pradesh,Sheopur,Rural,Households using improved sanitation facility2 (%),NA,11.2,15.4
Madhya Pradesh,Sheopur,Rural,Households using clean fuel for cooking3 (%),NA,7.6,13.8
Madhya Pradesh,Sheopur,Rural,Households using iodized salt (%),NA,97,97.3
Madhya Pradesh,Sheopur,Rural,Households with any usual member covered by a health scheme or health insurance (%),NA,22,22.4
Madhya Pradesh,Sheopur,Rural,Women who are literate (%),NA,37.7,40.5
Madhya Pradesh,Sheopur,Rural,Men who are literate (%),NA,79.7,75.1
Madhya Pradesh,Sheopur,Rural,Women with 10 or more years of schooling (%),NA,9,11.8
Madhya Pradesh,Sheopur,Rural,Women age 20-24 years married before age 18 years (%),NA,33.9,29.6
Madhya Pradesh,Sheopur,Rural,Men age 25-29 years married before age 21 years (%),NA,*,*
Madhya Pradesh,Sheopur,Rural,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),NA,3.8,3.6
Madhya Pradesh,Sheopur,Rural,Any method4 (%),NA,54.1,53.2
Madhya Pradesh,Sheopur,Rural,Any modern method4 (%),NA,53,52.3
Madhya Pradesh,Sheopur,Rural,Female sterilization (%),NA,49.6,47.7
Madhya Pradesh,Sheopur,Rural,Male sterilization (%),NA,0,0
Madhya Pradesh,Sheopur,Rural,IUD/PPIUD (%),NA,0.1,0.1
Madhya Pradesh,Sheopur,Rural,Pill (%),NA,0.9,1.1
Madhya Pradesh,Sheopur,Rural,Condom (%),NA,2.3,3.2
Madhya Pradesh,Sheopur,Rural,Total unmet need (%),NA,12.5,12.8
Madhya Pradesh,Sheopur,Rural,Unmet need for spacing (%),NA,7.7,7.9
Madhya Pradesh,Sheopur,Rural,Health worker ever talked to female non-users about family planning (%),NA,23.2,24.7
Madhya Pradesh,Sheopur,Rural,Current users ever told about side effects of current method6 (%),NA,29.6,29.7
Madhya Pradesh,Sheopur,Rural,Mothers who had antenatal check-up in the first trimester (%),NA,32.2,36.7
Madhya Pradesh,Sheopur,Rural,Mothers who had at least 4 antenatal care visits (%),NA,16,18.7
Madhya Pradesh,Sheopur,Rural,Mothers whose last birth was protected against neonatal tetanus7 (%),NA,92.8,93.6
Madhya Pradesh,Sheopur,Rural,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),NA,20.9,21.7
Madhya Pradesh,Sheopur,Rural,Mothers who had full antenatal care8 (%),NA,5.7,7.2
Madhya Pradesh,Sheopur,Rural,Registered pregnancies for which the mother received Mother and Child Protection(MCP) card (%),NA,93.3,93.2
Madhya Pradesh,Sheopur,Rural,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),NA,24.1,27.3
Madhya Pradesh,Sheopur,Rural,Mothers who received financial assistance under Janani Suraksha Yojana (JSY) for births delivered in an institution (%),NA,73.8,72.8
Madhya Pradesh,Sheopur,Rural,Average out of pocket expenditure per delivery in public health facility (Rs.),NA,618,612
Madhya Pradesh,Sheopur,Rural,Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),NA,0,0
Madhya Pradesh,Sheopur,Rural,Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),NA,8.5,11
Madhya Pradesh,Sheopur,Rural,Institutional births (%),NA,75.2,77.2
Madhya Pradesh,Sheopur,Rural,Institutional births in public facility (%),NA,69.1,70.8
Madhya Pradesh,Sheopur,Rural,Home delivery conducted by skilled health personnel (out of total deliveries) (%),NA,1.1,1.1
Madhya Pradesh,Sheopur,Rural,Births assisted by a doctor/nurse/LHV/ANM/other health personnel (%),NA,76.3,78.3
Madhya Pradesh,Sheopur,Rural,Births delivered by caesarean section (%),NA,7.2,7.5
Madhya Pradesh,Sheopur,Rural,Births in a private health facility delivered by caesarean section (%),NA,69.8,64.1
Madhya Pradesh,Sheopur,Rural,Births in a public health facility delivered by caesarean section (%),NA,4.3,4.9
Madhya Pradesh,Sheopur,Rural,"Children age 12-23 months fully immunized (BCG, measles, and 3 doses each of polio and DPT) (%)",NA,45.7,48.7
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who have received BCG (%),NA,92.9,93.8
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who have received 3 doses of polio vaccine (%),NA,51.1,53.5
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who have received 3 doses of DPT vaccine (%),NA,65.8,69.2
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who have received measles vaccine (%),NA,82.8,85
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who have received 3 doses of Hepatitis B vaccine (%),NA,49.3,51.9
Madhya Pradesh,Sheopur,Rural,Children age 9-59 months who received a vitamin A dose in last 6 months (%),NA,57.9,58.1
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who received most of the vaccinations in public health facility (%),NA,100,100
Madhya Pradesh,Sheopur,Rural,Children age 12-23 months who received most of the vaccinations in private health facility (%),NA,0,0
Madhya Pradesh,Sheopur,Rural,Prevalence of diarrhoea (reported) in the last 2 weeks preceding the survey (%),NA,4.7,5.3
Madhya Pradesh,Sheopur,Rural,Children with diarrhoea in the last 2 weeks who received oral rehydration salts (ORS) (%),NA,*,38.6
Madhya Pradesh,Sheopur,Rural,Children with diarrhoea in the last 2 weeks who received zinc (%),NA,*,28.9
Madhya Pradesh,Sheopur,Rural,Children with diarrhoea in the last 2 weeks taken to a health facility (%),NA,*,60.9
Madhya Pradesh,Sheopur,Rural,Prevalence of symptoms of acute respiratory infection (ARI) in the last 2 weeks preceding the survey (%),NA,0,0
Madhya Pradesh,Sheopur,Rural,Children with fever or symptoms of ARI in the last 2 weeks preceding the survey taken to a health facility (%),NA,*,66.9
Madhya Pradesh,Sheopur,Rural,Children under age 3 years breastfed within one hour of birth9 (%),NA,43.2,44
Madhya Pradesh,Sheopur,Rural,Children under age 6 months exclusively breastfed10 (%),NA,60.6,63.5
Madhya Pradesh,Sheopur,Rural,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),NA,*,21.4
Madhya Pradesh,Sheopur,Rural,"Breastfeeding children age 6-23 months receiving an adequate diet10,11 (%)",NA,0,0.4
Madhya Pradesh,Sheopur,Rural,"Non-breastfeeding children age 6-23 months receiving an adequate diet10,11 (%)",NA,*,*
Madhya Pradesh,Sheopur,Rural,"Total children age 6-23 months receiving an adequate diet10,11 (%)",NA,0.9,1.1
Madhya Pradesh,Sheopur,Rural,Children under 5 years who are stunted (height-for-age)12 (%),NA,50.1,52.1
Madhya Pradesh,Sheopur,Rural,Children under 5 years who are wasted (weight-for-height)12 (%),NA,27.3,28.1
Madhya Pradesh,Sheopur,Rural,Children under 5 years who are severely wasted (weight-for-height)13 (%),NA,8.8,9
Madhya Pradesh,Sheopur,Rural,Children under 5 years who are underweight (weight-for-age)12 (%),NA,53.6,55
Madhya Pradesh,Sheopur,Rural,Women whose Body Mass Index (BMI) is below normal (BMI < 18.5 kg/m2)14 (%),NA,43.9,43.9
Madhya Pradesh,Sheopur,Rural,Men whose Body Mass Index (BMI) is below normal (BMI < 18.5 kg/m2) (%),NA,40.8,39.2
Madhya Pradesh,Sheopur,Rural,Women who are overweight or obese (BMI 䊫 25.0 kg/m2)14 (%),NA,5.8,6.4
Madhya Pradesh,Sheopur,Rural,Men who are overweight or obese (BMI 䊫 25.0 kg/m2) (%),NA,5.9,5.7
Madhya Pradesh,Sheopur,Rural,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),NA,78,77.5
Madhya Pradesh,Sheopur,Rural,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),NA,62.1,61.9
Madhya Pradesh,Sheopur,Rural,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),NA,57.4,56.3
Madhya Pradesh,Sheopur,Rural,All women age 15-49 years who are anaemic (%),NA,61.8,61.6
Madhya Pradesh,Sheopur,Rural,Men age 15-49 years who are anaemic (<13.0 g/dl) (%),NA,30.3,33.4
Madhya Pradesh,Sheopur,Rural,Blood sugar level - high (>140 mg/dl) (%),NA,3.6,3.6
Madhya Pradesh,Sheopur,Rural,Blood sugar level - very high (>160 mg/dl) (%),NA,1.5,1.6
Madhya Pradesh,Sheopur,Rural,Blood sugar level - high (>140 mg/dl) (%),NA,5.8,5.7
Madhya Pradesh,Sheopur,Rural,Blood sugar level - very high (>160 mg/dl) (%),NA,2.4,3.1
Madhya Pradesh,Sheopur,Rural,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),NA,4.5,4.6
Madhya Pradesh,Sheopur,Rural,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),NA,0.9,0.8
Madhya Pradesh,Sheopur,Rural,Very high (Systolic 䊫180 mm of Hg and/or Diastolic 䊫110 mm of Hg) (%),NA,0.2,0.4
Madhya Pradesh,Sheopur,Rural,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),NA,10.6,10.3
Madhya Pradesh,Sheopur,Rural,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),NA,0,0
Madhya Pradesh,Sheopur,Rural,Very high (Systolic 䊫180 mm of Hg and/or Diastolic 䊫110 mm of Hg) (%),NA,0.8,0.6
Madhya Pradesh,Sheopur,Rural,Cervix (%),NA,15.4,17.3
Madhya Pradesh,Sheopur,Rural,Breast (%),NA,3.8,4
Madhya Pradesh,Sheopur,Rural,Oral cavity (%),NA,4.1,4.2
Madhya Pradesh,Shivpuri,Rural,Population (female) age 6 years and above who ever attended school (%),NA,51.1,55.8
Madhya Pradesh,Shivpuri,Rural,Population below age 15 years (%),NA,32.3,31
Madhya Pradesh,Shivpuri,Rural,"Sex ratio of the total population (females per 1,000 males)",NA,908,910
Madhya Pradesh,Shivpuri,Rural,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",NA,"1,083","1,082"
Madhya Pradesh,Shivpuri,Rural,Children under age 5 years whose birth was registered (%),NA,77,80.6
Madhya Pradesh,Shivpuri,Rural,Households with electricity (%),NA,84.6,87.3
Madhya Pradesh,Shivpuri,Rural,Households with an improved drinking-water source1 (%),NA,59.9,65.6
Madhya Pradesh,Shivpuri,Rural,Households using improved sanitation facility2 (%),NA,11.3,22.6
Madhya Pradesh,Shivpuri,Rural,Households using clean fuel for cooking3 (%),NA,4.6,19.7
Madhya Pradesh,Shivpuri,Rural,Households using iodized salt (%),NA,94.1,94.5
Madhya Pradesh,Shivpuri,Rural,Households with any usual member covered by a health scheme or health insurance (%),NA,16.3,16.9
Madhya Pradesh,Shivpuri,Rural,Women who are literate (%),NA,39.1,46.8
Madhya Pradesh,Shivpuri,Rural,Men who are literate (%),NA,72.4,76.7
Madhya Pradesh,Shivpuri,Rural,Women with 10 or more years of schooling (%),NA,6.6,14.3
Madhya Pradesh,Shivpuri,Rural,Women age 20-24 years married before age 18 years (%),NA,40.1,34
Madhya Pradesh,Shivpuri,Rural,Men age 25-29 years married before age 21 years (%),NA,*,*
Madhya Pradesh,Shivpuri,Rural,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),NA,10.7,8.6
Madhya Pradesh,Shivpuri,Rural,Any method4 (%),NA,57.3,57.7
Madhya Pradesh,Shivpuri,Rural,Any modern method4 (%),NA,56.9,55.4
Madhya Pradesh,Shivpuri,Rural,Female sterilization (%),NA,53.5,50.3
Madhya Pradesh,Shivpuri,Rural,Male sterilization (%),NA,0.1,0.1
Madhya Pradesh,Shivpuri,Rural,IUD/PPIUD (%),NA,0.4,0.6
Madhya Pradesh,Shivpuri,Rural,Pill (%),NA,0.7,0.7
Madhya Pradesh,Shivpuri,Rural,Condom (%),NA,2.2,3.7
Madhya Pradesh,Shivpuri,Rural,Total unmet need (%),NA,12.9,12.8
Madhya Pradesh,Shivpuri,Rural,Unmet need for spacing (%),NA,6.2,6
Madhya Pradesh,Shivpuri,Rural,Health worker ever talked to female non-users about family planning (%),NA,32.4,32.1
Madhya Pradesh,Shivpuri,Rural,Current users ever told about side effects of current method6 (%),NA,56.3,61.4
Madhya Pradesh,Shivpuri,Rural,Mothers who had antenatal check-up in the first trimester (%),NA,55,58.5
Madhya Pradesh,Shivpuri,Rural,Mothers who had at least 4 antenatal care visits (%),NA,20.2,26
Madhya Pradesh,Shivpuri,Rural,Mothers whose last birth was protected against neonatal tetanus7 (%),NA,91.9,93.2
Madhya Pradesh,Shivpuri,Rural,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),NA,15.2,16.5
Madhya Pradesh,Shivpuri,Rural,Mothers who had full antenatal care8 (%),NA,4.4,7.2
Madhya Pradesh,Shivpuri,Rural,Registered pregnancies for which the mother received Mother and Child Protection(MCP) card (%),NA,92.6,94.1
Madhya Pradesh,Shivpuri,Rural,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),NA,57.4,61.9
Madhya Pradesh,Shivpuri,Rural,Mothers who received financial assistance under Janani Suraksha Yojana (JSY) for births delivered in an institution (%),NA,75.2,76.2
Madhya Pradesh,Shivpuri,Rural,Average out of pocket expenditure per delivery in public health facility (Rs.),NA,"1,574","1,637"
Madhya Pradesh,Shivpuri,Rural,Children born at home who were taken to a health facility for check-up within 24 hours of birth (%),NA,2.1,2
Madhya Pradesh,Shivpuri,Rural,Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),NA,17.7,19.1
